Color Name,Collection Name,Gender Name,No,Description,Item UPC/EAN Number,Eye Size Description
162,Radley,Female,RDO6015 162 49,Radley RDO6015 162 49,841543157970,49
162WM,Radley,Female,RDO6015 162WM 49,Radley RDO6015 162WM 49,NO UPC,49
102,Radley,Female,RDO6016 102 51,Radley RDO6016 102 51,841543157987,51
107,Radley,Female,RDO6016 107 51,Radley RDO6016 107 51,841543157994,51
161,Radley,Female,RDO6016 161 51,Radley RDO6016 161 51,841543158007,51
102,Radley,Female,RDO6017 102 52,Radley RDO6017 102 52,841543158014,52
106,Radley,Female,RDO6017 106 52,Radley RDO6017 106 52,841543158021,52
107,Radley,Female,RDO6017 107 52,Radley RDO6017 107 52,841543158038,52
161,Radley,Female,RDO6017 161 52,Radley RDO6017 161 52,841543158045,52
107,Radley,Female,RDO6018 107 52,Radley RDO6018 107 52,841543158069,52
161,Radley,Female,RDO6018 161 52,Radley RDO6018 161 52,841543158076,52
161BJ,Radley,Female,RDO6018 161BJ 52,Radley RDO6018 161BJ 52,NO UPC,52
162,Radley,Female,RDO6018 162 52,Radley RDO6018 162 52,841543158083,52
001,Radley,Female,RDO6019 001 53,Radley RDO6019 001 53,841543158090,53
011,Radley,Female,RDO6019 011 53,Radley RDO6019 011 53,841543158106,53
011SC,Radley,Female,RDO6019 011SC 53,Radley RDO6019 011SC 53,NO UPC,53
072,Radley,Female,RDO6019 072 53,Radley RDO6019 072 53,841543158113,53
102,Radley,Female,RDO6020 102 53,Radley RDO6020 102 53,841543158120,53
104,Radley,Female,RDO6020 104 53,Radley RDO6020 104 53,841543158137,53
161,Radley,Female,RDO6020 161 53,Radley RDO6020 161 53,841543158144,53
161SC,Radley,Female,RDO6020 161SC 53,Radley RDO6020 161SC 53,NO UPC,53
104,Radley,Female,RDO6021 104 53,Radley RDO6021 104 53,841543158151,53
107,Radley,Female,RDO6021 107 53,Radley RDO6021 107 53,841543158168,53
162,Radley,Female,RDO6021 162 53,Radley RDO6021 162 53,841543158175,53
172,Radley,Female,RDO6021 172 53,Radley RDO6021 172 53,841543158182,53
001,Radley,Female,RDO6022 001 54,Radley RDO6022 001 54,841543158199,54
002,Radley,Female,RDO6022 002 54,Radley RDO6022 002 54,841543158205,54
072,Radley,Female,RDO6022 072 54,Radley RDO6022 072 54,841543158212,54
006,Radley,Female,RDO6025 006 54,Radley RDO6025 006 54,841543162431,54
007,Radley,Female,RDO6025 007 54,Radley RDO6025 007 54,841543162448,54
262,Radley,Female,RDO6025 262 54,Radley RDO6025 262 54,841543162455,54
102,Radley,Female,RDO6026 102 53,Radley RDO6026 102 53,841543162462,53
107,Radley,Female,RDO6026 107 53,Radley RDO6026 107 53,841543162479,53
107BJ,Radley,Female,RDO6026 107BJ 53,Radley RDO6026 107BJ 53,NO UPC,53
161,Radley,Female,RDO6026 161 53,Radley RDO6026 161 53,841543162486,53
102,Radley,Female,RDO6027 102 53,Radley RDO6027 102 53,841543162493,53
117WM,Radley,Female,RDO6027 117WM 53,Radley RDO6027 117WM 53,841543162509,53
119,Radley,Female,RDO6027 119 53,Radley RDO6027 119 53,841543162516,53
119BJ,Radley,Female,RDO6027 119BJ 53,Radley RDO6027 119BJ 53,NO UPC,53
119WM,Radley,Female,RDO6027 119WM 53,Radley RDO6027 119WM 53,NO UPC,53
010,Radley,Female,RDO6028 010 52,Radley RDO6028 010 52,841543162523,52
061,Radley,Female,RDO6028 061 52,Radley RDO6028 061 52,841543162530,52
061WM,Radley,Female,RDO6028 061WM 52,Radley RDO6028 061WM 52,NO UPC,52
072,Radley,Female,RDO6028 072 52,Radley RDO6028 072 52,841543162547,52
072WM,Radley,Female,RDO6028 072WM 52,Radley RDO6028 072WM 52,NO UPC,52
003,Radley,Female,RDO6029 003 52,Radley RDO6029 003 52,841543162554,52
006,Radley,Female,RDO6029 006 52,Radley RDO6029 006 52,841543162561,52
006WM,Radley,Female,RDO6029 006WM 52,Radley RDO6029 006WM 52,NO UPC,52
072,Radley,Female,RDO6029 072 52,Radley RDO6029 072 52,841543162578,52
072WM,Radley,Female,RDO6029 072WM 52,Radley RDO6029 072WM 52,NO UPC,52
102,Radley,Female,RDO6031 102 49,Radley RDO6031 102 49,841543162585,49
102SC,Radley,Female,RDO6031 102SC 49,Radley RDO6031 102SC 49,NO UPC,49
107,Radley,Female,RDO6031 107 49,Radley RDO6031 107 49,841543162592,49
161,Radley,Female,RDO6031 161 49,Radley RDO6031 161 49,841543162608,49
107,Radley,Female,RDO6035 107 54,Radley RDO6035 107 54,841543165456,54
117,Radley,Female,RDO6035 117 54,Radley RDO6035 117 54,841543165463,54
160,Radley,Female,RDO6035 160 54,Radley RDO6035 160 54,841543165470,54
102,Radley,Female,RDO6036 102 54,Radley RDO6036 102 54,841543165487,54
103,Radley,Female,RDO6036 103 54,Radley RDO6036 103 54,841543165494,54
108,Radley,Female,RDO6036 108 54,Radley RDO6036 108 54,841543165500,54
001,Radley,Female,RDO6037 001 54,Radley RDO6037 001 54,841543165517,54
006,Radley,Female,RDO6037 006 54,Radley RDO6037 006 54,841543165524,54
072,Radley,Female,RDO6037 072 54,Radley RDO6037 072 54,841543165531,54
102,Radley,Female,RDO6038 102 52,Radley RDO6038 102 52,841543165548,52
117,Radley,Female,RDO6038 117 52,Radley RDO6038 117 52,841543165555,52
161,Radley,Female,RDO6038 161 52,Radley RDO6038 161 52,841543165562,52
102,Radley,Female,RDO6039 102 53,Radley RDO6039 102 53,841543165579,53
103,Radley,Female,RDO6039 103 53,Radley RDO6039 103 53,841543165586,53
162,Radley,Female,RDO6039 162 53,Radley RDO6039 162 53,841543165593,53
103,Radley,Female,RDO6040 103 52,Radley RDO6040 103 52,841543165609,52
108,Radley,Female,RDO6040 108 52,Radley RDO6040 108 52,841543165616,52
160,Radley,Female,RDO6040 160 52,Radley RDO6040 160 52,841543165623,52
001,Radley,Female,RDO6041 001 51,Radley RDO6041 001 51,841543165630,51
002,Radley,Female,RDO6041 002 51,Radley RDO6041 002 51,841543165647,51
061,Radley,Female,RDO6041 061 51,Radley RDO6041 061 51,841543165654,51
105,Radley,Female,RDO6042 105 50,Radley RDO6042 105 50,841543165661,50
107,Radley,Female,RDO6042 107 50,Radley RDO6042 107 50,841543165678,50
162,Radley,Female,RDO6042 162 50,Radley RDO6042 162 50,841543165685,50
108,Radley,Female,RDO6043 108 49,Radley RDO6043 108 49,841543165692,49
117,Radley,Female,RDO6043 117 49,Radley RDO6043 117 49,841543165708,49
160,Radley,Female,RDO6043 160 49,Radley RDO6043 160 49,841543165715,49
006,Radley,Female,RDO6044 006 51,Radley RDO6044 006 51,841543165722,51
011,Radley,Female,RDO6044 011 51,Radley RDO6044 011 51,841543165739,51
072,Radley,Female,RDO6044 072 51,Radley RDO6044 072 51,841543165746,51
001,Radley,Female,RDO6045 001 53,Radley RDO6045 001 53,841543168198,53
002,Radley,Female,RDO6045 002 53,Radley RDO6045 002 53,841543168204,53
072,Radley,Female,RDO6045 072 53,Radley RDO6045 072 53,841543168211,53
001,Radley,Female,RDO6046 001 50,Radley RDO6046 001 50,841543168228,50
002,Radley,Female,RDO6046 002 50,Radley RDO6046 002 50,841543168235,50
072,Radley,Female,RDO6046 072 50,Radley RDO6046 072 50,841543168242,50
107,Radley,Female,RDO6047 107 52,Radley RDO6047 107 52,841543168259,52
161,Radley,Female,RDO6047 161 52,Radley RDO6047 161 52,841543168266,52
162,Radley,Female,RDO6047 162 52,Radley RDO6047 162 52,841543168273,52
102,Radley,Female,RDO6048 102 51,Radley RDO6048 102 51,841543168280,51
153,Radley,Female,RDO6048 153 51,Radley RDO6048 153 51,841543168297,51
161,Radley,Female,RDO6048 161 51,Radley RDO6048 161 51,841543168303,51
001,Radley,Female,RDO6049 001 54,Radley RDO6049 001 54,841543168310,54
002,Radley,Female,RDO6049 002 54,Radley RDO6049 002 54,841543168327,54
011,Radley,Female,RDO6049 011 54,Radley RDO6049 011 54,841543168334,54
103,Radley,Female,RDO6050 103 52,Radley RDO6050 103 52,841543168341,52
161,Radley,Female,RDO6050 161 52,Radley RDO6050 161 52,841543168358,52
162,Radley,Female,RDO6050 162 52,Radley RDO6050 162 52,841543168365,52
104,Radley,Female,RDO6051 104 53,Radley RDO6051 104 53,841543168372,53
153,Radley,Female,RDO6051 153 53,Radley RDO6051 153 53,841543168389,53
161,Radley,Female,RDO6051 161 53,Radley RDO6051 161 53,841543168396,53
072CC,Radley,Female,RDO6053 072CC 53,Radley RDO6053 072CC 53,841543168419,53
001CC,Radley,Female,RDO6054 001CC 54,Radley RDO6054 001CC 54,841543168426,54
101,Radley,Female,RDO6055 101 52,Radley RDO6055 101 52,841543171235,52
109,Radley,Female,RDO6055 109 52,Radley RDO6055 109 52,841543171242,52
161,Radley,Female,RDO6055 161 52,Radley RDO6055 161 52,841543171259,52
101,Radley,Female,RDO6058 101 51,Radley RDO6058 101 51,841543171266,51
105,Radley,Female,RDO6058 105 51,Radley RDO6058 105 51,841543171273,51
109,Radley,Female,RDO6058 109 51,Radley RDO6058 109 51,841543171280,51
102,Radley,Female,RDO6059 102 50,Radley RDO6059 102 50,841543171297,50
109,Radley,Female,RDO6059 109 50,Radley RDO6059 109 50,841543171303,50
161,Radley,Female,RDO6059 161 50,Radley RDO6059 161 50,841543171310,50
108,Radley,Female,RDO6061 108 54,Radley RDO6061 108 54,841543171327,54
117,Radley,Female,RDO6061 117 54,Radley RDO6061 117 54,841543171334,54
172,Radley,Female,RDO6061 172 54,Radley RDO6061 172 54,841543171341,54
101,Radley,Female,RDO6062 101 53,Radley RDO6062 101 53,841543171358,53
109,Radley,Female,RDO6062 109 53,Radley RDO6062 109 53,841543171365,53
117,Radley,Female,RDO6062 117 53,Radley RDO6062 117 53,841543171372,53
101,Radley,Female,RDOADA 101 51,Radley RDOADA 101 51,841543172973,51
207,Radley,Unassigned,RDOALI 207 52,Radley RDOALI 207 52,841543141207,52
003,Radley,Female,RDOANNABEL00 003 50,Radley RDOANNABEL00 003 50,841543131826,50
003,Radley,Female,RDOANNICA003 003 52,Radley RDOANNICA003 003 52,841543145885,52
072,Radley,Female,RDOANNICA072 072 52,Radley RDOANNICA072 072 52,841543145892,52
004,Radley,Unassigned,RDOARMELLE00 004 54,Radley RDOARMELLE00 004 54,841543131499,54
061,Radley,Unassigned,RDOARMELLE06 061 54,Radley RDOARMELLE06 061 54,841543131505,54
007,Radley,Unassigned,RDOAUGUST 007 50,Radley RDOAUGUST 007 50,841543120639,50
061,Radley,Unassigned,RDOAUGUST 061 50,Radley RDOAUGUST 061 50,841543120646,50
104,Radley,Unassigned,RDOAVIANA 104 54,Radley RDOAVIANA 104 54,841543131529,54
161,Radley,Unassigned,RDOAVIANA 161 54,Radley RDOAVIANA 161 54,841543131536,54
102,Radley,Female,RDOBERNARDINE 102 52,Radley RDOBERNARDINE 102 52,841543145908,52
195,Radley,Female,RDOBERNARDINE 195 52,Radley RDOBERNARDINE 195 52,841543145922,52
104,Radley,Female,RDOBLYTHE 104 52,Radley RDOBLYTHE 104 52,841543131871,52
162,Radley,Female,RDOBLYTHE 162 52,Radley RDOBLYTHE 162 52,841543131895,52
102,Radley,Unassigned,RDOBREA 102 48,Radley RDOBREA 102 48,841543131550,48
161,Radley,Unassigned,RDOBREA 161 48,Radley RDOBREA 161 48,841543131567,48
172,Radley,Unassigned,RDOBREA 172 48,Radley RDOBREA 172 48,841543131574,48
107,Radley,Female,RDOCALICO 107 52,Radley RDOCALICO 107 52,841543141238,52
107BJ,Radley,Female,RDOCALICO 107BJ 52,Radley RDOCALICO 107BJ 52,NO UPC,52
162,Radley,Female,RDOCALICO 162 52,Radley RDOCALICO 162 52,841543141252,52
203,Radley,Female,RDOCAMYLE 203 51,Radley RDOCAMYLE 203 51,841543131932,51
001,Radley,Female,RDOCAROLYNE 001 52,Radley RDOCAROLYNE 001 52,841543145939,52
011,Radley,Female,RDOCAROLYNE 011 52,Radley RDOCAROLYNE 011 52,841543145946,52
007,Radley,Female,RDOCLARA 007 50,Radley RDOCLARA 007 50,841543120653,50
102BJ,Radley,Female,RDOCORINNE 102BJ 51,Radley RDOCORINNE 102BJ 51,NO UPC,51
102CC,Radley,Female,RDOCORINNE 102CC 51,Radley RDOCORINNE 102CC 51,NO UPC,51
161BJ,Radley,Female,RDOCORINNE 161BJ 51,Radley RDOCORINNE 161BJ 51,841543131352,51
105,Radley,Female,RDODANIA 105 51,Radley RDODANIA 105 51,841543141269,51
104,Radley,Unassigned,RDODORRIS 104 49,Radley RDODORRIS 104 49,841543172669,49
108,Radley,Unassigned,RDODORRIS 108 49,Radley RDODORRIS 108 49,841543172676,49
160,Radley,Unassigned,RDODORRIS 160 49,Radley RDODORRIS 160 49,841543172683,49
101,Radley,Unassigned,RDOELODIE 101 50,Radley RDOELODIE 101 50,841543134315,50
160,Radley,Unassigned,RDOELODIE 160 50,Radley RDOELODIE 160 50,841543172690,50
004,Radley,Female,RDOEMILY 004 51,Radley RDOEMILY 004 51,841543172706,51
011,Radley,Female,RDOEMILY 011 51,Radley RDOEMILY 011 51,841543172713,51
004,Radley,Female,RDOENID 004 51,Radley RDOENID 004 51,841543172720,51
007,Radley,Female,RDOENID 007 51,Radley RDOENID 007 51,841543172737,51
062,Radley,Female,RDOENID 062 51,Radley RDOENID 062 51,841543172744,51
102,Radley,Female,RDOESME 102 51,Radley RDOESME 102 51,841543142181,51
105,Radley,Female,RDOESME 105 51,Radley RDOESME 105 51,841543131369,51
105BJ,Radley,Female,RDOESME 105BJ 51,Radley RDOESME 105BJ 51,NO UPC,51
162,Radley,Female,RDOESME 162 51,Radley RDOESME 162 51,841543131376,51
103,Radley,Female,RDOETHEL 103 51,Radley RDOETHEL 103 51,841543172980,51
109,Radley,Female,RDOETHEL 109 51,Radley RDOETHEL 109 51,841543172997,51
172,Radley,Female,RDOEZRAH 172 49,Radley RDOEZRAH 172 49,841543139099,49
188,Radley,Female,RDOEZRAH 188 49,Radley RDOEZRAH 188 49,841543139105,49
003,Radley,Female,RDOFELICITY 003 50,Radley RDOFELICITY 003 50,841543129939,50
009,Radley,Female,RDOFELICITY 009 50,Radley RDOFELICITY 009 50,841543129953,50
062,Radley,Female,RDOFELICITY 062 50,Radley RDOFELICITY 062 50,841543129960,50
002,Radley,Female,RDOFLORA 002 53,Radley RDOFLORA 002 53,841543172751,53
003,Radley,Female,RDOFLORA 003 53,Radley RDOFLORA 003 53,841543172768,53
011,Radley,Female,RDOFLORA 011 53,Radley RDOFLORA 011 53,841543172775,53
003,Radley,Female,RDOFLORENCE 003 50,Radley RDOFLORENCE 003 50,841543172782,50
004,Radley,Female,RDOFLORENCE 004 50,Radley RDOFLORENCE 004 50,841543172799,50
020,Radley,Female,RDOFLORENCE 020 50,Radley RDOFLORENCE 020 50,841543172805,50
101BJ,Radley,Female,RDOHANNAH 101BJ 53,Radley RDOHANNAH 101BJ 53,841543131383,53
101CC,Radley,Female,RDOHANNAH 101CC 53,Radley RDOHANNAH 101CC 53,NO UPC,53
105BJ,Radley,Female,RDOHANNAH 105BJ 53,Radley RDOHANNAH 105BJ 53,841543131390,53
161,Radley,Female,RDOHANNAH 161 53,Radley RDOHANNAH 161 53,841543131604,53
004,Radley,Female,RDOHARRIET 004 49,Radley RDOHARRIET 004 49,841543120691,49
0062,Radley,Female,RDOHARRIET 0062 49,Radley RDOHARRIET 0062 49,841543120707,49
201,Radley,Female,RDOHATTIE 201 52,Radley RDOHATTIE 201 52,841543142082,52
261,Radley,Female,RDOHATTIE 261 52,Radley RDOHATTIE 261 52,841543172812,52
102,Radley,Female,RDOHENRIETTA 102 52,Radley RDOHENRIETTA 102 52,841543131956,52
107,Radley,Female,RDOHENRIETTA 107 52,Radley RDOHENRIETTA 107 52,841543131970,52
001,Radley,Female,RDOJAENA 001 53,Radley RDOJAENA 001 53,841543135800,53
072,Radley,Female,RDOJAENA 072 53,Radley RDOJAENA 072 53,841543135817,53
261,Radley,Female,RDOJAENA 261 53,Radley RDOJAENA 261 53,841543135824,53
103,Radley,Unassigned,RDOJANELLA 103 54,Radley RDOJANELLA 103 54,841543139112,54
160,Radley,Unassigned,RDOJANELLA 160 54,Radley RDOJANELLA 160 54,841543139129,54
188,Radley,Unassigned,RDOJANELLA 188 54,Radley RDOJANELLA 188 54,841543139136,54
207,Radley,Female,RDOJANUARY 207 54,Radley RDOJANUARY 207 54,841543141290,54
260,Radley,Female,RDOJANUARY 260 54,Radley RDOJANUARY 260 54,841543141306,54
272,Radley,Female,RDOJANUARY 272 54,Radley RDOJANUARY 272 54,841543141313,54
261,Radley,Female,RDOJESSAMY 261 52,Radley RDOJESSAMY 261 52,841543135855,52
104,Radley,Female,RDOKADY 104 54,Radley RDOKADY 104 54,841543141320,54
161,Radley,Female,RDOKADY 161 54,Radley RDOKADY 161 54,841543141337,54
162,Radley,Female,RDOKADY 162 54,Radley RDOKADY 162 54,841543141344,54
102,Radley,Female,RDOKAROLINA 102 53,Radley RDOKAROLINA 102 53,841543139143,53
104,Radley,Female,RDOKAROLINA 104 53,Radley RDOKAROLINA 104 53,841543139150,53
172,Radley,Female,RDOKAROLINA 172 53,Radley RDOKAROLINA 172 53,841543139167,53
172BJ,Radley,Female,RDOKAROLINA 172BJ 53,Radley RDOKAROLINA 172BJ 53,NO UPC,53
102,Radley,Female,RDOKARYN 102 50,Radley RDOKARYN 102 50,841543139174,50
104,Radley,Female,RDOKARYN 104 50,Radley RDOKARYN 104 50,841543139181,50
160,Radley,Female,RDOKARYN 160 50,Radley RDOKARYN 160 50,841543139198,50
103,Radley,Female,RDOKEZIA 103 49,Radley RDOKEZIA 103 49,841543139204,49
160,Radley,Female,RDOKEZIA 160 49,Radley RDOKEZIA 160 49,841543139211,49
161,Radley,Female,RDOKEZIA 161 49,Radley RDOKEZIA 161 49,841543139228,49
102,Radley,Female,RDOKHLOE 102 52,Radley RDOKHLOE 102 52,841543131611,52
104,Radley,Female,RDOKHLOE 104 52,Radley RDOKHLOE 104 52,841543131628,52
161,Radley,Female,RDOKHLOE 161 52,Radley RDOKHLOE 161 52,841543131635,52
161,Radley,Female,RDOKIRSTIE 161 53,Radley RDOKIRSTIE 161 53,841543172829,53
102,Radley,Female,RDOLAUREN 102 49,Radley RDOLAUREN 102 49,841543134407,49
103,Radley,Female,RDOLAUREN 103 49,Radley RDOLAUREN 103 49,841543172836,49
104,Radley,Female,RDOLAUREN 104 49,Radley RDOLAUREN 104 49,841543172843,49
004,Radley,Female,RDOLEONIE 004 52,Radley RDOLEONIE 004 52,841543131413,52
007,Radley,Female,RDOLEONIE 007 52,Radley RDOLEONIE 007 52,841543131642,52
072,Radley,Unassigned,RDOLEXY 072 51,Radley RDOLEXY 072 51,841543139235,51
201,Radley,Unassigned,RDOLEXY 201 51,Radley RDOLEXY 201 51,841543139242,51
262,Radley,Unassigned,RDOLEXY 262 51,Radley RDOLEXY 262 51,841543139259,51
102,Radley,Female,RDOLINZI 102 52,Radley RDOLINZI 102 52,841543135862,52
161,Radley,Female,RDOLINZI 161 52,Radley RDOLINZI 161 52,841543135879,52
172,Radley,Female,RDOLINZI 172 52,Radley RDOLINZI 172 52,841543135886,52
188,Radley,Female,RDOLINZI 188 52,Radley RDOLINZI 188 52,841543135893,52
102BJ,Radley,Female,RDOLOURDES 102BJ 51,Radley RDOLOURDES 102BJ 51,841543129977,51
161BJ,Radley,Female,RDOLOURDES 161BJ 51,Radley RDOLOURDES 161BJ 51,841543129991,51
120,Radley,Unassigned,RDOMALLORIE 120 51,Radley RDOMALLORIE 120 51,841543130034,51
172,Radley,Unassigned,RDOMALLORIE 172 51,Radley RDOMALLORIE 172 51,841543130041,51
102,Radley,Female,RDOMARCIE 102 50,Radley RDOMARCIE 102 50,841543131994,50
161,Radley,Female,RDOMARCIE 161 50,Radley RDOMARCIE 161 50,841543132014,50
162,Radley,Female,RDOMARCIE 162 50,Radley RDOMARCIE 162 50,841543132021,50
104,Radley,Female,RDOMARGARET 104 51,Radley RDOMARGARET 104 51,841543135916,51
107,Radley,Female,RDOMARGARET 107 51,Radley RDOMARGARET 107 51,841543135923,51
172,Radley,Female,RDOMARGARET 172 51,Radley RDOMARGARET 172 51,841543135930,51
102,Radley,Female,RDOMARNIE 102 51,Radley RDOMARNIE 102 51,841543145960,51
172,Radley,Female,RDOMARNIE 172 51,Radley RDOMARNIE 172 51,841543145984,51
195,Radley,Female,RDOMARNIE 195 51,Radley RDOMARNIE 195 51,841543145991,51
102,Radley,Female,RDOMATILDA 102 52,Radley RDOMATILDA 102 52,841543172850,52
103,Radley,Female,RDOMATILDA 103 52,Radley RDOMATILDA 103 52,841543172867,52
102,Radley,Female,RDONIMAH 102 53,Radley RDONIMAH 102 53,841543131420,53
103,Radley,Female,RDONIMAH 103 53,Radley RDONIMAH 103 53,841543131710,53
104,Radley,Female,RDONIMAH 104 53,Radley RDONIMAH 104 53,841543131437,53
172,Radley,Female,RDONIMAH 172 53,Radley RDONIMAH 172 53,841543131727,53
102,Radley,Female,RDONOYA 102 52,Radley RDONOYA 102 52,841543146004,52
162,Radley,Female,RDONOYA 162 52,Radley RDONOYA 162 52,841543146011,52
172,Radley,Female,RDONOYA 172 52,Radley RDONOYA 172 52,841543146028,52
172BJ,Radley,Female,RDONOYA 172BJ 52,Radley RDONOYA 172BJ 52,NO UPC,52
195,Radley,Female,RDONOYA 195 52,Radley RDONOYA 195 52,841543146035,52
101,Radley,Female,RDOOLIVE 101 51,Radley RDOOLIVE 101 51,841543172874,51
161,Radley,Female,RDOOLIVE 161 51,Radley RDOOLIVE 161 51,841543172881,51
161,Radley,Female,RDOOLIVIA 161 51,Radley RDOOLIVIA 161 51,841543172898,51
163,Radley,Female,RDOOLIVIA 163 51,Radley RDOOLIVIA 163 51,841543172904,51
162,Radley,Female,RDOPAYGE 162 49,Radley RDOPAYGE 162 49,841543135992,49
001,Radley,Female,RDOPEGGY 001 51,Radley RDOPEGGY 001 51,841543172911,51
061,Radley,Female,RDOPEGGY 061 51,Radley RDOPEGGY 061 51,841543172928,51
062,Radley,Female,RDOPEGGY 062 51,Radley RDOPEGGY 062 51,841543172935,51
001,Radley,Female,RDOPOLLY 001 53,Radley RDOPOLLY 001 53,841543172942,53
003,Radley,Female,RDOPOLLY 003 53,Radley RDOPOLLY 003 53,841543172959,53
072,Radley,Female,RDOPOLLY 072 53,Radley RDOPOLLY 072 53,841543172966,53
102,Radley,Female,RDOPORTIA 102 53,Radley RDOPORTIA 102 53,841543141351,53
118,Radley,Female,RDOPORTIA 118 53,Radley RDOPORTIA 118 53,841543141368,53
101,Radley,Female,RDOPRIYA 101 51,Radley RDOPRIYA 101 51,841543131734,51
161,Radley,Female,RDOROBYN 161 53,Radley RDOROBYN 161 53,841543120721,53
161,Radley,Female,RDOROMI 161 53,Radley RDOROMI 161 53,841543139273,53
162,Radley,Female,RDOROMI 162 53,Radley RDOROMI 162 53,841543139280,53
061,Radley,Female,RDOROSAMUND 061 50,Radley RDOROSAMUND 061 50,841543131468,50
206BJ,Radley,Female,RDOROSAMUND 206BJ 50,Radley RDOROSAMUND 206BJ 50,841543131475,50
007,Radley,Female,RDOSARA 007 48,Radley RDOSARA 007 48,841543120738,48
061,Radley,Female,RDOSARA 061 48,Radley RDOSARA 061 48,841543120745,48
103,Radley,Unassigned,RDOSIA 103 54,Radley RDOSIA 103 54,841543131758,54
106,Radley,Unassigned,RDOSIA 106 54,Radley RDOSIA 106 54,841543131765,54
102,Radley,Unassigned,RDOSUZE 102 53,Radley RDOSUZE 102 53,841543146042,53
105,Radley,Unassigned,RDOSUZE 105 53,Radley RDOSUZE 105 53,841543146059,53
195BJ,Radley,Unassigned,RDOSUZE 195BJ 53,Radley RDOSUZE 195BJ 53,841543146066,53
107,Radley,Female,RDOTRUDY 107 54,Radley RDOTRUDY 107 54,841543146073,54
172,Radley,Female,RDOTRUDY 172 54,Radley RDOTRUDY 172 54,841543146080,54
195,Radley,Female,RDOTRUDY 195 54,Radley RDOTRUDY 195 54,841543146097,54
102,Radley,Female,RDOVANESA 102 52,Radley RDOVANESA 102 52,841543139297,52
103,Radley,Female,RDOVANESA 103 52,Radley RDOVANESA 103 52,841543139303,52
107,Radley,Female,RDOVERITY 107 51,Radley RDOVERITY 107 51,841543132038,51
261,Radley,Female,RDOVIVIAN 261 50,Radley RDOVIVIAN 261 50,841543136029,50
102,Radley,Female,RDOYASMINA 102 50,Radley RDOYASMINA 102 50,841543146103,50
103,Radley,Female,RDOYASMINA 103 50,Radley RDOYASMINA 103 50,841543146110,50
105,Radley,Female,RDOYASMINA 105 50,Radley RDOYASMINA 105 50,841543146127,50
162,Radley,Female,RDOYASMINA 162 50,Radley RDOYASMINA 162 50,841543146134,50
062,Radley,Female,RDOYOLANDE 062 53,Radley RDOYOLANDE 062 53,841543136050,53
102,Radley,Female,RDOZARA 102 51,Radley RDOZARA 102 51,841543131789,51
104,Radley,Female,RDOZARA 104 51,Radley RDOZARA 104 51,841543131796,51
172BJ,Radley,Female,RDOZARA 172BJ 51,Radley RDOZARA 172BJ 51,841543131819,51
001,Radley Sun,Female,RDS6500 001 60,Radley Sun RDS6500 001 60,841543153026,60
006,Radley Sun,Female,RDS6500 006 60,Radley Sun RDS6500 006 60,841543153033,60
072,Radley Sun,Female,RDS6500 072 60,Radley Sun RDS6500 072 60,841543153040,60
102,Radley Sun,Female,RDS6501 102 57,Radley Sun RDS6501 102 57,841543153057,57
104,Radley Sun,Female,RDS6501 104 57,Radley Sun RDS6501 104 57,841543153064,57
109,Radley Sun,Female,RDS6501 109 57,Radley Sun RDS6501 109 57,841543153071,57
172,Radley Sun,Female,RDS6501 172 57,Radley Sun RDS6501 172 57,841543153088,57
172BJ,Radley Sun,Female,RDS6501 172BJ 57,Radley Sun RDS6501 172BJ 57,NO UPC,57
102,Radley Sun,Female,RDS6502 102 52,Radley Sun RDS6502 102 52,841543153095,52
102BJ,Radley Sun,Female,RDS6502 102BJ 52,Radley Sun RDS6502 102BJ 52,NO UPC,52
109,Radley Sun,Female,RDS6502 109 52,Radley Sun RDS6502 109 52,841543153101,52
172,Radley Sun,Female,RDS6502 172 52,Radley Sun RDS6502 172 52,841543153118,52
104,Radley Sun,Female,RDS6503 104 54,Radley Sun RDS6503 104 54,841543153125,54
104BJ,Radley Sun,Female,RDS6503 104BJ 54,Radley Sun RDS6503 104BJ 54,NO UPC,54
105,Radley Sun,Female,RDS6503 105 54,Radley Sun RDS6503 105 54,841543153132,54
109,Radley Sun,Female,RDS6503 109 54,Radley Sun RDS6503 109 54,841543153149,54
104,Radley Sun,Female,RDS6504 104 55,Radley Sun RDS6504 104 55,841543153156,55
104PC,Radley Sun,Female,RDS6504 104PC 55,Radley Sun RDS6504 104PC 55,841543172478,55
109,Radley Sun,Female,RDS6504 109 55,Radley Sun RDS6504 109 55,841543153163,55
122PC,Radley Sun,Female,RDS6504 122PC 55,Radley Sun RDS6504 122PC 55,841543172485,55
172,Radley Sun,Female,RDS6504 172 55,Radley Sun RDS6504 172 55,841543153170,55
102P,Radley Sun,Female,RDS6505 102P 57,Radley Sun RDS6505 102P 57,841543153187,57
105P,Radley Sun,Female,RDS6505 105P 57,Radley Sun RDS6505 105P 57,841543153194,57
107P,Radley Sun,Female,RDS6505 107P 57,Radley Sun RDS6505 107P 57,841543153200,57
104,Radley Sun,Female,RDS6506 104 54,Radley Sun RDS6506 104 54,841543153217,54
172,Radley Sun,Female,RDS6506 172 54,Radley Sun RDS6506 172 54,841543153224,54
188,Radley Sun,Female,RDS6506 188 54,Radley Sun RDS6506 188 54,841543153231,54
102,Radley Sun,Female,RDS6508 102 52,Radley Sun RDS6508 102 52,841543153248,52
104,Radley Sun,Female,RDS6508 104 52,Radley Sun RDS6508 104 52,841543153255,52
